,open,high,low,close,volume,openhigh,closelow
1001,1271.275520347836,1284.459444685059,1261.850107170419,1275.084979758399,29.126693539978714,0.0034142677456608143,0.003224860915457753
1002,97.56261398159742,97.82500646475368,97.25025567218809,97.75469717432983,29.17507531950953,0.0030909441005568254,0.0028867074476932367
1003,173.0901641285049,173.0901641285049,173.0901641285049,173.0901641285049,0.0,0.0,0.0
1008,551.672288811441,551.672288811441,551.672288811441,551.672288811441,0.0,0.0,0.0
1011,1274.651732669405,1285.321593235813,1266.8024269893224,1279.2364340952936,24.741455400177703,0.005248507214412648,0.005491260588810078
1012,97.46888614409035,97.39405418501073,97.66033110675212,97.79557079823641,35.35805283919272,0.004669093541875826,0.004868982258151574
1013,1525.9166812919232,1530.4782859118502,1516.2586967281363,1524.710459471249,0.0,0.0027546902649443054,0.00289029745407171
1301,371.0463874572924,383.95055943757416,363.44719823246874,376.3292609091644,27.484794285600188,0.009043873028437496,0.008402984786443517
1305,101.48962397245009,101.60049869162366,101.0381701460913,101.64444516358226,258.673455978669,0.0030567102460100173,0.0027916093085836495
1306,99.91557065842153,100.02456826010443,99.47122186241874,99.98941864954939,1046.6955146023179,0.003044675702645508,0.0029451655905355202
1308,98.76451244951502,99.11090120814349,98.50054113788782,98.89000991385156,255.03403503525792,0.0030988561129665342,0.002920818363283885
1309,2794.3123827706136,2807.323861923539,2781.0917551413377,2803.4932709495442,0.31810589306827713,0.005220915109688755,0.004942895632763164
1310,35.330647714003646,35.887659290884876,35.137022923025334,35.566174856632976,2.435515410775346,0.0038432363466140754,0.00393490448243562
1311,35.80284281361957,36.28174968119514,35.77289628504407,36.12611308833819,15.313712840387053,0.006780672153381962,0.005431424975195645
1312,1340.131229602923,1339.600985513852,1346.635848511441,1347.3649320674422,0.4691251085332022,0.005092243198528238,0.005681795936263189
1313,255.93041413659964,256.1535059058316,251.30342646105586,252.12921831033384,0.8934601581420364,0.009586504010101748,0.009882386470014362
1314,128.98484532138124,132.07747818225042,127.66748284161949,130.6338313964667,1.6470231871886312,0.007493836638729787,0.007949890501332522
1319,29.313008060428633,29.454594921111543,29.311738815445562,29.493440637353523,157.13244762453826,0.012472383465805165,0.012420678478649924
1320,1300.3937290039644,1312.6695934010645,1286.942978923168,1302.6028776787273,41.33208567889946,0.003441327361589746,0.0032499862561298303
1321,1305.2091111657865,1318.4344785928936,1292.80992788102,1306.5271470094867,205.8112112926959,0.0033961272711202093,0.0032068297858963753
1322,478.5127834344028,479.82987725623974,473.71662891638823,470.98310049859776,0.9969534243574212,0.009868841427092953,0.010716258505880916
1323,14.158934703383855,14.557249676081117,14.38090151764569,14.166671766864175,3.5520987787242495,0.01047031961884738,0.009861194002823872
1324,6.6867690075533925,6.713189765157426,6.622420730959536,6.65738137483657,106.13181110361164,0.005518642458712573,0.005559595963841554
1325,13.702624696409547,13.796096550961373,13.710975513949501,13.740498181656633,171.1043962197176,0.005670399309104215,0.0053476313626404865
1326,254.7614185904629,252.71605807770777,252.4664090779508,250.95568624685387,3.210444685055943,0.002037195122127651,0.0027823740787847858
1327,125.8827069140294,123.37059826517023,120.09672131992,119.74544087953016,0.22881803910694384,0.010012962700795432,0.008111752429031628
1328,55.82585381094567,58.775991654393835,55.027597051361084,56.890901455138355,2.9076300958738526,0.0031421800410141054,0.003422323458774634
1329,1329.857045832923,1342.9387245488015,1318.023412066695,1334.0816586055694,8.163251019834588,0.003431854083525934,0.003315758540153177
1330,1315.0671464545119,1325.7551088853938,1300.900415602074,1314.9229968857674,45.84012943251991,0.0033666647960189527,0.00320792239613362
1332,45.52171475263473,45.70499833068041,45.00686450970402,45.109387907453375,1650.1985464613008,0.011448022899695846,0.01043531639065641
1333,156.25174256333312,160.21260117761864,153.60679574631862,158.76298196547057,190.19676255887168,0.007308462095153116,0.00784125384018863
1343,70.09507689660785,70.98784718418845,70.25669008403027,70.1323977031789,75.48041071131466,0.003809442686211861,0.0033847936965101665
1344,33.158058320299226,33.722429207545886,32.91065912666106,33.3044214828368,6.4604169330686405,0.0049084674512389695,0.005139074472832422
1345,65.94194502656839,65.93034262513422,66.04807773979012,65.70926530924186,22.94634934272527,0.003143791574301686,0.0032687055267270108
1346,1339.5591497371981,1351.2858824436953,1325.5975609952166,1340.6218604733554,25.144090620578705,0.0033418827070521694,0.0031884438560824697
1347,591.7692399350724,593.1331550800145,590.4230758743294,593.5833593539459,0.7133528840375929,0.011762019416400994,0.011281876683673111
1348,103.2068757151942,103.42031662422691,102.73171422913153,103.36553610453824,102.89775057149554,0.0030350764377641694,0.002973404350507393
1349,215.39631791303165,205.36552370638992,219.1556075665618,213.2826798066834,0.057163114968898206,0.0035840345202550815,0.004058803223882337
1352,482.7716220358837,485.69371106030695,479.0217541163389,482.6717616643806,102.6112634008305,0.01089210700997713,0.008783930928323474
1356,424.5776368091205,428.9757948260687,420.2422409691382,423.7321474939735,77.40499948310038,0.006939767397384249,0.006226558679794376
1357,233.79956106028757,235.3135656479247,232.6653498148007,234.1063942415049,7123.713321183947,0.0071384729418098244,0.006499502090164754
1358,2069.2107539311946,2096.7798285888066,2037.4014057462305,2071.9549573481504,6.309080630119199,0.0067724238666319585,0.006426155397469452
1360,561.128455445584,565.1428402103481,559.2843670786942,561.9951589103084,486.97583116055677,0.00732034396008322,0.00674303132719
1361,194.05342829921165,186.5623093534148,189.6446949872779,184.9420781168298,1.2309801484118144,0.003518434619305541,0.0031661469610308225
1362,136.3546418440316,138.52037566677004,138.74461440795056,139.45624332702712,1.6677888365343574,0.004374879794079265,0.004749852338323223
1363,226.84530068530498,216.3640175420629,217.29161189356373,216.87571439331813,0.9888496737383112,0.004144358068107253,0.003635935676457588
1364,842.5228507870635,845.1152164091928,842.5888569959592,844.0519218061075,2.2457864015361872,0.003039107458148231,0.002875159090800525
1365,1670.3927203065432,1693.7420828564066,1647.2900049409325,1674.9589709419179,68.54972894806922,0.006846958603413965,0.006530855187950847
1366,611.8477366218835,615.8150991959751,608.2288067496149,610.9236724963314,80.9444473065201,0.007255426667481772,0.006574102318737326
1367,1629.7880510079588,1638.1478975603193,1612.9505488470204,1632.3640734588025,11.156507972032085,0.006112350447527635,0.006334942264900699
1368,617.6734584715089,624.102055328236,611.6490975318856,617.5389546057381,7.0252622583659905,0.006890658951790994,0.006314142432047033
1369,1293.1891008429745,1304.5749255943385,1281.6200147699603,1296.074017848596,7.480386236256827,0.0032176351057986753,0.0033705811422764347
1376,99.72183391403523,103.5309660893924,99.11066159349166,100.9726180838757,4.962531644092578,0.00995476826061035,0.00802181322907779
1377,192.63814726661207,197.09419268405478,191.22517233337936,196.39150637524986,123.47425632137444,0.008381587951352808,0.007349699972563729
1379,76.35904812764937,78.21585258216608,74.62442447832183,77.49318493668328,37.05647362156359,0.005907123670258562,0.004945511437803356
1380,20.79761431459739,20.882522126044776,20.92658743483979,21.26073848726819,2.1731082785717546,0.006529484124849991,0.00647133125511308
1381,683.8278216989642,698.538047507908,667.4655768030464,680.1828898516357,5.418165526308958,0.019029935350154133,0.016176170191189852
1382,61.43035435221457,61.885859301820005,58.72981933623199,59.921313569787394,1.0328485278824977,0.006326607848354697,0.0070971322999209005
1383,130.71167803009772,144.19934912911273,127.65221057036271,133.4714754984462,70.24384057930278,0.020971583438670446,0.01047313937586067
1384,144.79293369272335,148.64587524686178,141.03499618572104,145.09319744053244,28.88072485347755,0.012604929145016949,0.012293141710820178
1385,296.3248106449612,299.09740733813857,296.801096170919,297.22270969652203,0.46546252314826375,0.004556229535945732,0.0033891842051513386
1386,472.14550610816644,474.2390873827452,467.7401619893532,471.46824875748894,0.15999701785615608,0.005551592367276874,0.0061645413230527355
1387,1009.533895277561,1012.9318283521795,1005.3711531347795,1010.1743272468233,0.08099377401116355,0.0029791779267381267,0.003189882130752836
1388,1141.987314156217,1140.201213738564,1125.0014297124635,1122.6253251911496,0.04570478744143554,0.005593616071629196,0.005083107533146338
1389,401.1767372099892,401.5828979396005,398.566214904839,397.00869353964214,0.05582546928747164,0.004783312812316889,0.005066254296346908
1390,182.89780235381997,183.63912985780786,186.08291945231423,189.3177530792975,0.3279569057147188,0.005911316614384079,0.00572534174872389
1391,88.17961059505964,87.91792143686709,88.56830781904571,88.51187488870339,0.527169663879035,0.005058564010114594,0.00416879240421767
1392,102.86558755177875,102.61223553278307,104.2068332447842,103.30685434971379,0.21249779440388086,0.005513476759911156,0.004465440807622602
1393,1390.3583185114762,1389.0480651278249,1368.0941424967118,1365.715144948923,0.031471427031904045,0.005404458274191982,0.004885042790124127
1394,1150.9137940957803,1151.6244640488997,1115.9242428981686,1120.3540581644502,0.017320138359732496,0.002372126828081809,0.002050819279185009
1397,1381.6660150019952,1406.7077028660508,1377.6851976527212,1395.2446948907168,1.5301656116388664,0.004876472726934875,0.005875017211186022
1398,69.97022551886477,68.83871409182122,71.43718205627187,71.04618580963634,1.823157385070392,0.0066133657307984785,0.005353123508891064
1399,93.75583767757841,95.83770760867192,93.01674427214213,94.90193886911213,0.5784539165367217,0.007024066430846791,0.00716882638309395
1400,54.23534272514075,60.161832047827815,50.78200391797165,53.89705005722918,329.16859309523085,0.042832374032943384,0.022930613267441974
1401,2247.622068741073,2316.457671440722,2181.5039068826,2247.756229058448,91.72832825184065,0.02806069367911632,0.024919594312456224
1407,40.25992005986869,41.84382508375605,39.07318519635974,40.40035198044084,80.83009574450124,0.00933934584098141,0.008424319616735412
1408,33.09844200021971,35.28918650863084,32.07453374696327,33.2227645131059,15.562052807212515,0.0100996801142734,0.006911851090049802
1413,240.14766209211342,243.27497854039987,237.58206307292306,239.37145566855128,17.887904115814173,0.011995585838916445,0.01054020571491773
1414,905.4430280012059,921.1356232271116,892.7552400481087,907.9658785630323,39.311148588462736,0.007392359179494378,0.007276094762778518
1417,162.69742112580073,165.6212827563725,159.969540256722,164.25063638019336,159.38349492537247,0.009005148225268829,0.008879970656261432
1418,24.84217189564833,26.916301959006464,23.635552605350078,24.712860747466884,1206.3160732803083,0.026867276260272917,0.015479400021722642
1419,71.66469593113344,72.61179968712634,71.28204253226183,71.80594045407105,97.33360085890224,0.009037899428157681,0.007733008532097563
1420,89.26693690364782,96.67573781368762,82.23314647303243,88.62366730007341,218.37441342631632,0.01745310183207945,0.017901250522645167
1429,56.439279917154344,57.267483175088536,54.82620247831877,55.973989983935404,67.29801210362488,0.014081239426781062,0.013945434404420214
1430,132.58300141016377,136.2587497783136,129.84280487502988,133.96948182268986,62.98881452873589,0.010248364953270294,0.008965298195837492
1431,343.43634163257724,350.774449305696,335.1845062856699,342.63534818432964,2.8785349558522806,0.019568969827095346,0.018492468785602702
1433,1051.8971727121323,1138.5293697872453,1029.7642403025905,1075.204757169398,82.74952634386875,0.020157247409923567,0.017316306948664373
1434,25.95357581961102,30.34656041424375,24.54611846707092,27.43042042781061,654.5233252667107,0.020661276066972826,0.01722734595266987
1435,1165.6312558921945,1200.2915029185785,1141.1774055072801,1177.2938963724666,109.41948305088722,0.01695998266892651,0.016581345975211513
1436,212.16263348812362,229.7502491524568,196.216664081712,213.1126804030359,104.32854286653213,0.030993819131416328,0.030165844516575686
1438,110.5324258131104,112.50562856704823,107.19145069163466,108.22210782706068,2.2257861402793915,0.01036684171022258,0.0107743984188888
1439,215.374859801397,236.3163446898783,198.20787093030597,213.1057797064706,385.2077651538733,0.031647065007240946,0.029115505025345722
1456,581.01400208219,578.9481316209166,582.3275488500092,581.5719145730325,3.739587337907716,0.00370282945816199,0.003579235712985845
1457,591.7478556286563,595.696578755576,589.619477679779,592.5289230418317,14.280958053466014,0.003012027138472912,0.0030144527618014604
1458,1251.472908589506,1268.3583765107303,1233.6338810936597,1254.133817004213,61.04843458272227,0.0068137894703931045,0.0065431706402620604
1459,890.9595303181612,896.4378320195347,886.7508748153078,891.2232879667062,82.79415091382438,0.007223591128888222,0.006627002818919178
1460,1474.1071413689904,1481.9681114257062,1462.523782918704,1463.0869954418308,0.02250145103955548,0.012874537048058736,0.005195230195867478
1464,1192.9104221761831,1197.914212105167,1182.5230574536097,1190.9216299539926,2.5359539376180353,0.006166836345268575,0.006147353120870938
1465,570.0559357847937,574.1919484737939,567.14780188257,568.8068081963526,8.843396174001944,0.0028057677988864455,0.002747004013223971
1466,795.8736548146925,804.1549782787831,789.7170578757629,796.1822844330901,0.9570141314317744,0.00665486560113728,0.006022218098198699
1467,1166.322306074112,1173.8088828293842,1158.4471095337728,1168.7447450247998,1.4167234827460393,0.00606175450096405,0.007230609983721795
1468,543.7750605963927,542.4619673252657,541.931730017721,537.9953713628429,0.1278936226380526,0.005218617619974576,0.005584196966687858
1469,801.796560071077,808.9018236051418,794.5537486276268,801.6086746036962,2.447981175651701,0.00691698349391045,0.006279500673462121
1470,2404.6827102209395,2415.4997510724274,2381.2113326104945,2403.2861706198787,3.0608065784690663,0.006200719526262016,0.00602761831134474
1471,392.4370083918635,392.2586410457975,387.29008032976924,387.92013745870037,0.24097554008558683,0.004400858588446947,0.004606704682879987
1472,312.47411631721366,315.844846746551,310.1283475947188,312.8826622716875,1.910291136268315,0.007484418591186247,0.006090745582125082
1473,103.52201963753737,103.67410536298496,102.924037230247,102.98401144416445,0.9074537846524823,0.0016747624592568637,0.0016463977448268054
1474,889.4011750631029,888.2167155195002,899.859794089547,896.7284836243389,0.30667308575315333,0.0013960055925025707,0.0017181149492293457
1475,100.59925283280067,100.86239147352495,100.09008779065462,100.6567237905058,60.70333988978824,0.0030721031877167294,0.002971306592184027
1476,67.96218770685154,68.21524010262401,67.36682757282368,67.05715246306707,7.682250535889334,0.005727041974160195,0.005068421249246495
1477,86.722179309793,89.3078623735303,87.61464684856568,89.16529242022894,0.9200071133127313,0.006590926600748085,0.0053724958127418405
1478,109.69283486687557,111.58335789382949,109.74590885638486,111.7174578806413,1.2392530730348683,0.00646871486443443,0.005166029954260754
1479,1094.123648815362,1099.118168078311,1096.8839566037127,1100.4519019268432,0.5725658373951946,0.002282646373810873,0.0023396141364193795
1480,959.4903863115993,959.6392022046846,960.5083793902726,957.6541562762079,0.8778428406916,0.0037192674298974562,0.003700955976214308
1481,88.98337691820097,92.5447977915471,86.91069780317672,87.77572748615951,0.8116108767775866,0.022995442079774022,0.017245871217299695
1482,20.645267007255274,20.11314151341011,20.82444436942988,20.164370149055326,4.352324148838221,0.0017572312204146353,0.0018098467317775202
1483,81.15524768637444,87.66500320641765,80.59025871122641,82.63346180121579,0.1482609188818982,0.019562226979706845,0.01363966397452969
1484,59.91081240935051,64.28727580668792,57.85750536809684,63.08976579752929,0.045974002120413034,0.014246354601760214,0.014164783133600239
1485,1952.193860907375,1970.061073284076,1972.5201732283947,1976.086567874996,0.05242539722610722,0.004745240280371407,0.008162424069897417
1486,278.02135858866257,271.89321465859285,212.53767110984876,208.59679719249118,1.5033442879757157,0.0035135857489462896,0.003993795459958267
1487,336.67802695978696,338.166076829429,219.86601471298448,216.0158724326922,0.07986158193341505,0.004466748641677669,0.003790754765600988
