,6702_close
2017-07-31,794.6515
2017-08-01,822.6448
2017-08-02,817.5567
2017-08-03,819.7123
2017-08-04,832.0578
2017-08-07,822.49536
2017-08-08,821.79736
2017-08-09,829.1193
2017-08-10,807.2115
2017-08-14,822.9055
2017-08-15,825.3555
2017-08-16,834.00757
2017-08-17,830.0879
2017-08-18,827.3135
2017-08-21,809.3309
2017-08-22,805.5731
2017-08-23,809.0269
2017-08-24,811.7455
2017-08-25,803.61194
2017-08-28,795.9773
2017-08-29,803.42725
2017-08-30,791.93164
2017-08-31,800.45624
2017-09-01,814.27515
2017-09-04,805.3111
2017-09-05,795.38947
2017-09-06,780.5528
2017-09-07,774.74854
2017-09-08,783.7864
2017-09-11,793.061
2017-09-12,812.1969
2017-09-13,801.45245
2017-09-14,820.5692
2017-09-15,809.9303
2017-09-19,811.321
2017-09-20,847.80286
2017-09-21,842.8202
2017-09-22,831.7215
2017-09-25,842.9046
2017-09-26,832.1265
2017-09-27,832.58374
2017-09-28,829.61884
2017-09-29,821.572
2017-10-02,830.0897
2017-10-03,833.355
2017-10-04,825.43536
2017-10-05,825.2213
2017-10-06,826.84265
2017-10-10,833.8254
2017-10-11,857.1563
2017-10-12,866.05597
2017-10-13,870.35034
2017-10-16,876.14014
2017-10-17,875.88245
2017-10-18,875.2119
2017-10-19,876.62506
2017-10-20,870.543
2017-10-23,877.90314
2017-10-24,888.64355
2017-10-25,893.6817
2017-10-26,900.74
2017-10-27,884.99493
2017-10-30,803.10297
2017-10-31,834.9415
2017-11-01,857.98566
2017-11-02,872.69495
2017-11-06,868.96423
2017-11-07,835.5135
2017-11-08,848.0924
2017-11-09,866.48016
2017-11-10,857.1405
2017-11-13,860.9155
2017-11-14,837.01685
2017-11-15,834.72784
2017-11-16,826.40125
2017-11-17,820.4552
2017-11-20,818.89575
2017-11-21,815.0684
2017-11-22,800.41156
2017-11-24,805.5867
2017-11-27,802.042
2017-11-28,816.3668
2017-11-29,817.7152
2017-11-30,833.647
2017-12-01,821.7621
2017-12-04,825.61993
2017-12-05,800.39404
2017-12-06,798.4629
2017-12-07,789.66516
2017-12-08,797.531
2017-12-11,806.8006
2017-12-12,811.48553
2017-12-13,799.28064
2017-12-14,794.6929
2017-12-15,795.09875
2017-12-18,792.50385
2017-12-19,803.06134
2017-12-20,791.69055
2017-12-21,792.2576
2017-12-22,801.54785
2017-12-25,794.71204
2017-12-26,789.7915
2017-12-27,789.55304
2017-12-28,786.90704
2017-12-29,782.5676
