,1330_open,1330_high,1330_low,1330_close,1330_volume,6702_open,6702_high,6702_low,6702_close,6702_volume,USD,EUR,1y,5y,9y,dji_Open,dji_High,dji_Low,dji_Close,dji_Volume
2006-03-09,15800,16210,15800,16200,209.67,886.0,918.0,882.0,910.0,10325,117.8,140.58,0.2,1.07,1.556,10957.30957,10989.009766,10928.740234,10980.69043,284770000
2006-03-10,16170,16420,16120,16320,274.6,900.0,920.0,892.0,904.0,10530,118.41,140.83,0.202,1.1059999999999999,1.6030000000000002,10977.080078,11026.709961,10922.730469,11005.740234,276610000
2006-03-13,16450,16530,16420,16510,230.95,913.0,917.0,901.0,908.0,5700,118.99,141.87,0.235,1.176,1.641,10972.919922,11098.990234,10972.919922,11076.339844,257440000
2006-03-14,16550,16560,16410,16430,71.25,910.0,913.0,894.0,899.0,8136,118.51,141.92,0.24,1.178,1.632,10972.919922,11098.990234,10972.919922,11076.339844,257440000
2006-03-15,16510,16530,16450,16500,40.87,906.0,906.0,889.0,892.0,8889,117.75,141.5,0.25,1.216,1.675,11067.610352,11116.679688,11056.330078,11076.019531,251020000
2006-03-16,16500,16510,16180,16260,160.25,892.0,895.0,875.0,881.0,8855,117.74,141.97,0.243,1.192,1.673,11076.019531,11161.349609,11058.650391,11151.339844,251560000
2006-03-17,16310,16500,16260,16480,169.63,880.0,891.0,874.0,885.0,8715,116.74,142.2,0.245,1.1840000000000002,1.67,11149.759766,11226.740234,11138.929688,11209.769531,274740000
2006-03-20,16480,16830,16470,16780,358.72,894.0,914.0,887.0,906.0,7802,116.24,141.57,0.24,1.207,1.6869999999999998,11254.120117,11290.070313,11254.120117,11279.650391,480830000
2006-03-22,16740,16740,16630,16670,150.38,906.0,915.0,902.0,904.0,5994,117.38,141.96,0.254,1.229,1.689,11278.929688,11308.389648,11259.799805,11274.530273,247410000
2006-03-23,16810,16820,16620,16620,104.43,910.0,914.0,900.0,904.0,7024,116.93,141.11,0.256,1.219,1.676,11275.889648,11334.959961,11221.540039,11235.469727,331800000
2006-03-24,16650,16770,16620,16700,103.98,911.0,926.0,909.0,922.0,11127,118.05,141.28,0.258,1.23,1.693,11234.509766,11328.799805,11226.419922,11317.429688,342980000
2006-03-27,16780,16870,16780,16790,209.92,939.0,971.0,936.0,967.0,24140,117.18,140.96,0.253,1.197,1.66,11270.610352,11316.089844,11244.030273,11279.969727,240800000
2006-03-28,16790,16920,16690,16890,128.97,956.0,972.0,945.0,963.0,10386,116.4,139.77,0.256,1.208,1.6740000000000002,11270.610352,11316.089844,11244.030273,11279.969727,240800000
2006-03-29,16880,17210,16830,17170,405.31,963.0,993.0,955.0,987.0,11363,118.0,141.56,0.28,1.294,1.749,11280.129883,11280.450195,11229.860352,11250.110352,226240000
2006-03-30,17230,17370,17200,17270,176.27,987.0,1003.0,983.0,993.0,10714,117.89,141.79,0.298,1.307,1.7469999999999999,11250.110352,11281.769531,11145.019531,11154.540039,272490000
2006-03-31,17330,17350,17230,17280,62.92,996.0,1008.0,988.0,993.0,8938,117.47,142.75,0.301,1.3030000000000002,1.732,11154.94043,11244.349609,11154.94043,11215.700195,279470000
2006-04-03,17340,17640,17340,17560,218.22,1000.0,1035.0,1000.0,1020.0,22290,118.11,142.89,0.32,1.3630000000000002,1.801,11151.339844,11191.360352,11105.650391,11109.320313,317000000
2006-04-04,17550,17660,17510,17550,96.5,1014.0,1023.0,1002.0,1004.0,6942,117.99,143.11,0.298,1.324,1.791,11151.339844,11191.360352,11105.650391,11109.320313,317000000
2006-04-05,17580,17720,17440,17480,169.36,1009.0,1019.0,989.0,990.0,9692,117.39,143.76,0.291,1.3019999999999998,1.7919999999999998,11113.0,11247.870117,11113.0,11144.94043,278440000
2006-04-06,17610,17720,17600,17720,120.23,1000.0,1010.0,1000.0,1006.0,7230,117.74,144.63,0.304,1.351,1.825,11142.540039,11226.980469,11123.570313,11203.849609,246950000
2006-04-07,17750,17810,17670,17810,85.48,1011.0,1020.0,1003.0,1020.0,7267,117.94,143.88,0.316,1.385,1.839,11203.209961,11250.990234,11169.349609,11239.549805,250190000
2006-04-10,17730,17740,17630,17710,201.76,1005.0,1013.0,1000.0,1011.0,7783,118.23,143.19,0.321,1.3780000000000001,1.839,11217.139648,11269.299805,11108.019531,11120.040039,256290000
2006-04-11,17700,17750,17540,17690,193.81,999.0,1001.0,982.0,985.0,9381,118.58,143.41,0.317,1.368,1.8430000000000002,11217.139648,11269.299805,11108.019531,11120.040039,256290000
2006-04-12,17560,17580,17410,17460,195.28,975.0,979.0,961.0,966.0,11274,117.9,143.31,0.319,1.365,1.8459999999999999,11119.879883,11185.540039,11117.080078,11141.330078,207380000
2006-04-13,17490,17540,17310,17470,191.25,968.0,981.0,955.0,967.0,7930,118.49,143.27,0.322,1.389,1.886,11141.330078,11186.639648,11053.169922,11089.629883,266080000
2006-04-14,17450,17530,17390,17500,72.81,977.0,977.0,961.0,972.0,5251,118.77,143.75,0.325,1.409,1.922,11089.469727,11144.139648,11087.469727,11129.969727,212590000
2006-04-17,17470,17490,17230,17270,159.86,969.0,970.0,948.0,950.0,7587,118.25,143.86,0.324,1.3880000000000001,1.919,11130.129883,11178.400391,11105.799805,11137.650391,230870000
2006-04-18,17200,17520,17170,17510,468.24,951.0,960.0,943.0,955.0,9174,117.97,144.63,0.317,1.405,1.9280000000000002,11130.129883,11178.400391,11105.799805,11137.650391,230870000
2006-04-19,17700,17710,17610,17620,304.41,985.0,993.0,965.0,967.0,21359,116.94,144.49,0.309,1.3630000000000002,1.8630000000000002,11137.330078,11159.990234,11039.120117,11073.780273,239730000
2006-04-20,17660,17660,17530,17560,87.21,969.0,971.0,946.0,951.0,16580,117.59,145.27,0.31,1.3719999999999999,1.88,11074.580078,11280.450195,11074.580078,11268.769531,309660000
2006-04-21,17580,17720,17500,17620,155.81,951.0,964.0,945.0,959.0,12559,117.72,144.84,0.312,1.364,1.8780000000000001,11265.400391,11302.950195,11236.19043,11278.769531,292280000
2006-04-24,17480,17480,17130,17170,402.55,950.0,954.0,942.0,950.0,12361,115.79,143.04,0.317,1.347,1.861,11343.450195,11405.879883,11316.790039,11347.450195,325090000
2006-04-25,17130,17250,17030,17200,184.33,951.0,956.0,947.0,951.0,9263,114.34,141.54,0.309,1.348,1.876,11343.450195,11405.879883,11316.790039,11347.450195,325090000
2006-04-26,17230,17350,17180,17280,71.42,953.0,966.0,951.0,963.0,10864,114.94,142.84,0.31,1.393,1.903,11346.80957,11359.700195,11305.830078,11336.320313,232000000
2006-04-27,17380,17410,17340,17360,69.52,976.0,984.0,972.0,981.0,12655,114.79,142.97,0.314,1.4240000000000002,1.9340000000000002,11336.55957,11355.370117,11260.839844,11283.25,289230000
2006-04-28,17300,17300,16990,17160,248.47,962.0,964.0,944.0,949.0,16008,114.4,143.35,0.304,1.375,1.889,11283.25,11379.870117,11282.769531,11354.490234,270270000
2006-05-01,17170,17190,17090,17130,62.11,946.0,963.0,946.0,957.0,5514,113.75,143.48,0.288,1.3259999999999998,1.8430000000000002,11358.330078,11417.660156,11347.209961,11367.139648,738440000
2006-05-02,17130,17420,17130,17400,186.24,952.0,955.0,944.0,948.0,8600,113.92,143.14,0.29,1.354,1.88,11358.330078,11417.660156,11347.209961,11367.139648,738440000
2006-05-08,17600,17630,17480,17560,110.63,958.0,958.0,942.0,948.0,15317,111.88,142.32,0.3,1.3969999999999998,1.9269999999999998,11440.620117,11586.379883,11440.620117,11577.740234,338910000
2006-05-09,17480,17520,17420,17420,86.54,941.0,944.0,934.0,934.0,9555,111.43,141.43,0.332,1.432,1.926,11440.620117,11586.379883,11440.620117,11577.740234,338910000
2006-05-10,17390,17490,17120,17190,243.67,923.0,939.0,906.0,913.0,17991,111.24,141.89,0.401,1.504,1.969,11576.370117,11603.589844,11561.969727,11584.540039,309920000
2006-05-11,17130,17320,17080,17100,223.93,909.0,919.0,895.0,899.0,12419,111.15,141.75,0.403,1.501,1.9509999999999998,11584.620117,11640.730469,11572.049805,11639.769531,263250000
2006-05-12,16850,16870,16680,16850,420.71,885.0,887.0,871.0,878.0,15699,110.44,141.94,0.405,1.504,1.9669999999999999,11630.480469,11670.19043,11595.179688,11642.650391,284530000
2006-05-15,16560,16720,16530,16700,269.13,868.0,888.0,866.0,883.0,12848,109.95,142.09,0.411,1.499,1.972,11500.009766,11500.009766,11374.740234,11380.990234,321240000
2006-05-16,16720,16820,16370,16380,277.89,880.0,889.0,859.0,863.0,10946,110.49,141.48,0.422,1.474,1.942,11500.009766,11500.009766,11374.740234,11380.990234,321240000
2006-05-17,16520,16560,16270,16560,246.05,870.0,881.0,860.0,879.0,9286,109.62,140.74,0.425,1.43,1.8969999999999998,11380.429688,11435.339844,11333.040039,11428.769531,300550000
2006-05-18,16210,16400,16170,16330,246.95,859.0,875.0,857.0,874.0,9841,110.94,141.42,0.437,1.4509999999999998,1.9240000000000002,11428.209961,11460.549805,11392.669922,11419.889648,307170000
2006-05-19,16300,16400,16150,16400,150.6,869.0,871.0,855.0,868.0,6769,110.88,142.43,0.429,1.4140000000000001,1.892,11410.129883,11410.129883,11174.379883,11205.610352,399460000
2006-05-22,16490,16510,16060,16100,271.71,874.0,883.0,851.0,855.0,8862,112.07,142.87,0.435,1.359,1.818,11124.370117,11180.290039,11075.219727,11144.05957,485500000
2006-05-23,15900,16000,15800,15850,273.03,845.0,853.0,836.0,838.0,11417,111.78,143.68,0.416,1.3090000000000002,1.777,11124.370117,11180.290039,11075.219727,11144.05957,485500000
2006-05-24,15900,16130,15730,16130,265.08,839.0,842.0,815.0,835.0,11984,112.48,143.74,0.438,1.335,1.804,11143.419922,11175.349609,11040.070313,11125.330078,340590000
2006-05-25,16060,16070,15870,15900,151.89,832.0,842.0,829.0,834.0,7673,112.8,143.96,0.482,1.3769999999999998,1.8319999999999999,11126.290039,11202.650391,11097.30957,11098.349609,315860000
2006-05-26,16060,16190,16030,16190,105.83,843.0,859.0,840.0,854.0,6656,111.73,142.96,0.527,1.385,1.8319999999999999,11100.110352,11168.240234,11030.469727,11117.320313,466330000
2006-05-29,16340,16340,16100,16140,75.54,865.0,866.0,844.0,846.0,5505,112.37,143.14,0.545,1.3869999999999998,1.838,11211.69043,11283.490234,11211.540039,11278.610352,240330000
2006-05-30,16140,16160,16030,16100,80.39,850.0,852.0,843.0,848.0,4374,112.7,143.7,0.537,1.3719999999999999,1.82,11211.69043,11283.490234,11211.540039,11278.610352,240330000
2006-05-31,15800,15820,15650,15650,197.27,828.0,830.0,820.0,825.0,11637,112.29,144.3,0.557,1.345,1.7919999999999998,11211.69043,11283.490234,11211.540039,11278.610352,240330000
2006-06-01,15830,15870,15640,15660,126.89,835.0,836.0,823.0,832.0,8040,112.68,144.11,0.579,1.436,1.8969999999999998,11277.25,11278.129883,11094.349609,11094.429688,261260000
2006-06-02,15840,16000,15480,15990,299.73,825.0,833.0,805.0,830.0,12804,112.65,144.32,0.571,1.416,1.8619999999999999,11091.150391,11183.040039,11085.379883,11168.30957,353660000
2006-06-05,15970,16000,15850,15910,74.52,840.0,843.0,827.0,836.0,10065,111.69,144.48,0.538,1.371,1.8159999999999998,11260.519531,11285.820313,11191.530273,11247.870117,268640000
2006-06-06,15670,15740,15570,15620,141.01,826.0,832.0,820.0,823.0,7410,112.42,144.97,0.565,1.4340000000000002,1.875,11260.519531,11285.820313,11191.530273,11247.870117,268640000
2006-06-07,15510,15650,15310,15340,236.79,821.0,833.0,807.0,811.0,7231,113.17,145.07,0.552,1.381,1.825,11247.549805,11248.790039,11040.240234,11048.719727,254990000
2006-06-08,15150,15200,14720,14840,372.71,794.0,797.0,751.0,761.0,25597,113.66,145.35,0.468,1.3330000000000002,1.798,11048.240234,11094.259766,10926.419922,11002.139648,385870000
2006-06-09,14910,15040,14600,14950,366.0,769.0,785.0,748.0,768.0,17849,114.03,144.13,0.459,1.3,1.7790000000000001,11002.05957,11077.379883,10928.339844,10930.900391,333490000
2006-06-12,14860,15060,14800,15040,162.99,778.0,804.0,772.0,799.0,15537,114.29,144.26,0.476,1.306,1.7719999999999998,10939.139648,10976.200195,10871.589844,10891.919922,272930000
2006-06-13,14800,14870,14450,14450,400.07,796.0,807.0,779.0,782.0,14492,114.39,144.04,0.467,1.2670000000000001,1.726,10939.139648,10976.200195,10871.589844,10891.919922,272930000
2006-06-14,14250,14670,14240,14490,459.08,772.0,809.0,771.0,794.0,13183,115.27,144.51,0.459,1.2429999999999999,1.719,10892.0,10927.120117,10790.259766,10792.580078,272490000
2006-06-15,14770,14800,14620,14700,180.52,804.0,817.0,801.0,812.0,10636,115.14,145.01,0.48,1.239,1.716,10783.139648,10862.299805,10700.929688,10706.139648,399220000
2006-06-16,15100,15180,14990,15060,311.9,837.0,852.0,833.0,847.0,13207,114.76,145.06,0.502,1.285,1.754,10706.780273,10817.0,10698.849609,10816.919922,355620000
2006-06-19,15030,15130,14980,15090,151.47,837.0,843.0,828.0,833.0,6737,115.45,145.59,0.51,1.298,1.7619999999999998,11014.379883,11045.200195,10984.129883,11014.549805,451930000
2006-06-20,15000,15050,14820,14840,153.63,836.0,855.0,827.0,832.0,11428,115.61,145.22,0.542,1.3419999999999999,1.7990000000000002,11014.379883,11045.200195,10984.129883,11014.549805,451930000
2006-06-21,14950,14950,14680,14870,148.68,843.0,850.0,831.0,838.0,8285,114.78,144.55,0.554,1.3530000000000002,1.791,11014.870117,11057.610352,10907.290039,10942.110352,377040000
2006-06-22,15070,15340,15060,15320,202.91,858.0,873.0,853.0,870.0,11339,114.87,145.39,0.556,1.3530000000000002,1.801,10942.030273,11029.830078,10938.419922,10974.839844,274060000
2006-06-23,15230,15350,15090,15350,178.97,856.0,865.0,850.0,857.0,7429,116.12,146.02,0.538,1.358,1.819,10975.240234,11131.730469,10971.719727,11079.459961,309290000
2006-06-26,15300,15430,15180,15350,169.5,864.0,865.0,855.0,864.0,4443,116.41,145.66,0.555,1.3769999999999998,1.8419999999999999,11019.19043,11074.259766,10973.400391,10989.089844,221940000
2006-06-27,15420,15430,15310,15360,105.39,867.0,867.0,842.0,855.0,8386,116.05,146.36,0.558,1.3880000000000001,1.851,11019.19043,11074.259766,10973.400391,10989.089844,221940000
2006-06-28,15130,15190,15040,15110,166.04,844.0,853.0,838.0,842.0,6757,116.29,146.26,0.56,1.393,1.8559999999999999,10990.290039,11048.719727,10973.719727,11045.280273,202770000
2006-06-29,15200,15360,15190,15330,117.08,851.0,867.0,847.0,866.0,6462,116.6,146.19,0.57,1.4140000000000001,1.87,11048.240234,11064.089844,10920.730469,10924.740234,269010000
2006-06-30,15720,15740,15600,15690,207.07,886.0,890.0,878.0,887.0,9943,115.24,145.96,0.582,1.411,1.868,10925.299805,10981.25,10902.480469,10973.55957,260240000
2006-07-03,15800,15840,15720,15800,123.0,888.0,888.0,880.0,882.0,4027,114.47,146.32,0.612,1.475,1.923,11190.799805,11235.629883,11150.05957,11150.219727,365670000
2006-07-04,15850,15860,15770,15800,118.13,889.0,893.0,885.0,891.0,4753,114.6,146.67,0.615,1.4780000000000002,1.9240000000000002,11190.799805,11235.629883,11150.05957,11150.219727,365670000
2006-07-05,15630,15750,15620,15670,117.94,882.0,891.0,881.0,883.0,2935,115.13,147.1,0.632,1.508,1.943,11149.339844,11231.299805,11149.339844,11228.019531,134790000
2006-07-06,15580,15610,15440,15500,121.65,878.0,880.0,854.0,855.0,9160,115.63,147.09,0.649,1.517,1.95,11149.339844,11231.299805,11149.339844,11228.019531,134790000
2006-07-07,15600,15600,15430,15450,149.79,866.0,873.0,863.0,865.0,5345,115.35,147.28,0.657,1.494,1.929,11225.05957,11225.05957,11123.320313,11151.820313,248320000
2006-07-10,15270,15720,15240,15720,185.06,852.0,879.0,848.0,879.0,5205,113.99,145.87,0.662,1.5019999999999998,1.9469999999999998,11224.179688,11224.179688,11066.009766,11090.669922,253730000
2006-07-11,15620,15650,15480,15620,115.73,872.0,872.0,857.0,868.0,5072,114.22,145.48,0.659,1.4869999999999999,1.9380000000000002,11224.179688,11224.179688,11066.009766,11090.669922,253730000
2006-07-12,15570,15620,15330,15410,141.17,858.0,865.0,844.0,852.0,7899,114.32,145.87,0.641,1.443,1.9040000000000001,11091.709961,11174.469727,11090.040039,11103.549805,207740000
2006-07-13,15280,15530,15210,15260,187.53,840.0,847.0,821.0,826.0,10640,115.52,146.69,0.633,1.4280000000000002,1.882,11102.589844,11151.179688,11027.990234,11134.769531,298130000
2006-07-14,14980,15150,14970,15000,483.53,818.0,829.0,811.0,818.0,6624,115.63,146.61,0.598,1.3530000000000002,1.815,11133.969727,11149.959961,10995.969727,11013.179688,266320000
2006-07-18,14830,14860,14600,14620,363.3,805.0,816.0,800.0,801.0,8161,117.08,146.54,0.578,1.3230000000000002,1.7990000000000002,10846.530273,10848.370117,10701.339844,10739.349609,312080000
2006-07-19,14660,14780,14610,14660,136.77,800.0,813.0,793.0,807.0,6627,117.37,146.52,0.58,1.3530000000000002,1.817,10739.349609,10802.669922,10714.709961,10747.360352,251640000
2006-07-20,14990,15120,14930,15110,179.19,827.0,847.0,826.0,846.0,8722,116.95,147.36,0.572,1.334,1.7890000000000001,10745.839844,10813.790039,10683.320313,10799.230469,288860000
2006-07-21,15000,15020,14950,14970,89.73,833.0,857.0,833.0,836.0,8593,117.01,147.78,0.574,1.328,1.7930000000000001,10797.389648,11038.480469,10797.389648,11011.419922,343400000
2006-07-24,14850,15020,14720,14940,122.36,826.0,846.0,826.0,840.0,4460,116.58,147.59,0.58,1.361,1.828,10937.94043,10951.769531,10838.849609,10868.379883,433240000
2006-07-25,15180,15240,15140,15150,122.09,860.0,863.0,843.0,845.0,7442,116.92,147.45,0.582,1.381,1.8419999999999999,10937.94043,10951.769531,10838.849609,10868.379883,433240000
2006-07-26,15260,15270,15040,15050,104.8,847.0,850.0,824.0,825.0,8821,117.04,147.15,0.575,1.368,1.828,10868.700195,11065.950195,10868.620117,11051.049805,269370000
2006-07-27,15060,15380,15000,15350,163.37,826.0,858.0,820.0,852.0,16152,116.34,147.89,0.567,1.37,1.838,11051.049805,11133.80957,10999.900391,11103.709961,281840000
2006-07-28,15370,15510,15310,15470,124.06,846.0,862.0,840.0,858.0,8922,115.99,147.12,0.57,1.405,1.883,11102.910156,11157.820313,11048.160156,11102.509766,287170000
2006-08-01,15560,15690,15530,15560,135.79,885.0,897.0,883.0,890.0,7663,114.68,146.24,0.576,1.416,1.879,11102.110352,11243.30957,11102.030273,11219.700195,269730000
2006-08-02,15490,15630,15450,15630,98.21,886.0,900.0,883.0,897.0,7370,114.48,146.82,0.578,1.39,1.844,11218.900391,11219.05957,11178.320313,11185.679688,226190000
2006-08-03,15700,15740,15600,15630,71.55,895.0,898.0,882.0,887.0,5473,114.84,146.5,0.569,1.375,1.825,11184.799805,11185.280273,11083.860352,11125.730469,199150000
2006-08-04,15680,15710,15580,15630,104.61,890.0,892.0,870.0,877.0,5362,115.24,147.5,0.571,1.3840000000000001,1.8330000000000002,11125.570313,11229.459961,11125.25,11199.929688,229410000
2006-08-07,15630,15670,15330,15350,134.44,883.0,884.0,856.0,857.0,5826,114.4,147.35,0.557,1.3419999999999999,1.795,11244.589844,11344.169922,11187.360352,11240.349609,210410000
2006-08-08,15390,15630,15340,15610,119.52,867.0,882.0,860.0,877.0,7289,115.06,147.53,0.559,1.371,1.8,11244.589844,11344.169922,11187.360352,11240.349609,210410000
2006-08-09,15570,15820,15390,15780,198.37,875.0,899.0,863.0,894.0,8518,115.62,147.74,0.561,1.382,1.806,11239.469727,11245.950195,11190.55957,11219.379883,169710000
2006-08-10,15740,15850,15700,15780,114.44,885.0,905.0,885.0,900.0,8412,115.45,148.47,0.573,1.43,1.8619999999999999,11218.179688,11276.290039,11141.820313,11173.589844,261520000
2006-08-11,15800,15830,15710,15740,84.94,902.0,917.0,901.0,910.0,11037,115.43,147.55,0.562,1.374,1.807,11168.469727,11250.839844,11068.570313,11076.179688,231270000
2006-08-14,15740,16020,15700,15990,194.13,908.0,940.0,907.0,930.0,10043,116.32,148.13,0.571,1.4080000000000001,1.845,11121.160156,11121.160156,11042.639648,11088.030273,166870000
2006-08-15,15990,16070,15960,16010,139.56,936.0,955.0,932.0,939.0,14004,116.6,148.33,0.573,1.399,1.8259999999999998,11121.160156,11121.160156,11042.639648,11088.030273,166870000
2006-08-16,16180,16250,16140,16220,168.01,956.0,957.0,944.0,948.0,9989,116.11,148.42,0.563,1.369,1.7990000000000002,11089.070313,11202.730469,11079.780273,11097.870117,205830000
2006-08-17,16350,16370,16170,16180,127.45,950.0,952.0,941.0,941.0,9974,115.79,148.82,0.555,1.355,1.787,11098.030273,11234.269531,11098.030273,11230.259766,208750000
2006-08-18,16220,16320,16180,16310,90.1,941.0,951.0,938.0,945.0,5913,116.1,148.86,0.558,1.379,1.8159999999999998,11224.910156,11340.799805,11224.910156,11327.120117,219190000
2006-08-21,16290,16310,16100,16150,145.15,942.0,944.0,920.0,926.0,5514,115.84,148.77,0.544,1.335,1.776,11333.759766,11381.469727,11317.669922,11381.469727,282660000
2006-08-22,16170,16410,16160,16390,133.69,932.0,944.0,927.0,939.0,5461,116.21,149.5,0.526,1.3119999999999998,1.7619999999999998,11333.759766,11381.469727,11317.669922,11381.469727,282660000
2006-08-23,16320,16390,16280,16320,119.83,940.0,953.0,938.0,950.0,7603,116.37,148.97,0.528,1.3230000000000002,1.7619999999999998,11380.669922,11380.990234,11321.990234,11345.049805,196220000
2006-08-24,16260,16260,16070,16120,129.02,941.0,946.0,932.0,939.0,4734,116.52,148.88,0.53,1.319,1.758,11344.410156,11383.709961,11303.339844,11339.839844,213690000
2006-08-25,16120,16330,16030,16100,239.03,937.0,954.0,932.0,933.0,5793,116.73,148.97,0.431,1.198,1.6669999999999998,11337.120117,11370.820313,11264.040039,11297.900391,170410000
2006-08-28,16100,16170,15910,15950,150.64,943.0,946.0,925.0,928.0,4801,117.24,149.74,0.425,1.16,1.641,11301.219727,11317.429688,11260.280273,11284.049805,150200000
2006-08-29,16030,16100,15970,16060,118.48,935.0,941.0,928.0,932.0,5168,117.02,149.86,0.442,1.192,1.661,11301.219727,11317.429688,11260.280273,11284.049805,150200000
2006-08-30,16100,16140,15930,16020,75.56,935.0,944.0,916.0,931.0,6503,116.8,149.92,0.435,1.153,1.62,11285.330078,11387.790039,11273.490234,11352.009766,180810000
2006-08-31,16050,16380,16030,16310,280.07,925.0,947.0,924.0,941.0,8522,117.33,150.51,0.426,1.1079999999999999,1.584,11352.650391,11379.549805,11299.580078,11369.94043,198620000
2006-09-01,16230,16330,16200,16300,103.23,938.0,940.0,925.0,938.0,5128,117.43,150.38,0.436,1.122,1.595,11365.980469,11407.080078,11355.69043,11382.910156,180100000
2006-09-04,16470,16580,16470,16540,168.63,944.0,947.0,940.0,942.0,6623,116.88,150.21,0.456,1.165,1.624,11382.75,11476.480469,11382.75,11464.150391,168010000
2006-09-05,16540,16580,16450,16580,97.36,942.0,959.0,934.0,954.0,8950,115.89,148.76,0.464,1.187,1.6340000000000001,11382.75,11476.480469,11382.75,11464.150391,168010000
2006-09-06,16520,16560,16410,16420,99.68,954.0,955.0,943.0,948.0,6102,116.29,148.97,0.466,1.179,1.619,11382.75,11476.480469,11382.75,11464.150391,168010000
2006-09-07,16270,16310,16110,16130,231.58,933.0,937.0,918.0,924.0,8335,116.8,149.71,0.463,1.1740000000000002,1.619,11461.830078,11488.169922,11438.05957,11469.280273,184960000
2006-09-08,16100,16330,15980,16220,244.26,923.0,934.0,915.0,927.0,8874,116.51,148.2,0.465,1.209,1.643,11466.230469,11466.230469,11395.150391,11406.200195,190990000
2006-09-11,16230,16230,15940,15970,161.6,918.0,923.0,905.0,909.0,7134,116.83,147.91,0.414,1.14,1.587,11332.240234,11402.839844,11331.040039,11392.110352,161650000
2006-09-12,16010,16050,15840,15890,168.4,910.0,914.0,895.0,903.0,8641,117.65,149.56,0.416,1.167,1.609,11332.240234,11402.839844,11331.040039,11392.110352,161650000
2006-09-13,16090,16120,15890,15920,122.8,916.0,927.0,915.0,916.0,10120,117.84,149.42,0.408,1.141,1.5919999999999999,11389.870117,11421.25,11342.169922,11396.839844,216000000
2006-09-14,15980,16150,15960,16100,113.31,921.0,924.0,909.0,922.0,5574,117.67,149.32,0.41,1.147,1.5959999999999999,11396.839844,11512.980469,11395.709961,11498.089844,237300000
2006-09-15,16030,16060,15930,16050,78.82,916.0,920.0,907.0,920.0,5729,117.83,149.82,0.41,1.135,1.5830000000000002,11487.69043,11567.25,11476.160156,11543.320313,214190000
2006-09-19,16110,16250,16030,16040,94.99,927.0,945.0,926.0,927.0,8987,118.02,150.03,0.418,1.1740000000000002,1.6219999999999999,11528.75,11613.509766,11528.75,11560.769531,365450000
2006-09-20,15900,15920,15780,15860,175.29,910.0,917.0,901.0,904.0,7549,117.49,148.92,0.401,1.136,1.5930000000000002,11559.969727,11588.379883,11528.110352,11555.0,192680000
2006-09-21,15960,16020,15820,16000,123.96,914.0,923.0,910.0,919.0,7800,117.32,149.08,0.404,1.149,1.609,11554.599609,11562.049805,11480.55957,11540.910156,178880000
2006-09-22,15820,15900,15730,15760,131.63,913.0,921.0,910.0,915.0,5649,116.39,148.8,0.387,1.094,1.551,11542.280273,11628.879883,11542.200195,11613.19043,226390000
2006-09-25,15680,15850,15670,15780,89.13,922.0,925.0,907.0,920.0,7972,116.63,149.06,0.395,1.093,1.554,11532.910156,11533.070313,11474.55957,11508.099609,198480000
2006-09-26,15850,15870,15740,15790,78.41,926.0,940.0,918.0,920.0,7358,116.39,148.46,0.386,1.06,1.531,11532.910156,11533.070313,11474.55957,11508.099609,198480000
2006-09-27,15900,16150,15900,16150,173.41,930.0,956.0,925.0,952.0,11657,117.11,148.64,0.401,1.101,1.568,11509.299805,11616.480469,11486.0,11575.80957,267990000
2006-09-28,16190,16260,16130,16230,100.96,955.0,965.0,947.0,958.0,12319,117.44,149.4,0.404,1.112,1.568,11575.730469,11670.269531,11567.650391,11669.389648,283670000
2006-09-29,16300,16340,16230,16310,134.14,969.0,980.0,966.0,974.0,13260,117.89,149.74,0.408,1.133,1.5859999999999999,11670.19043,11720.769531,11659.620117,11689.240234,296890000
2006-10-02,16380,16550,16370,16510,194.27,984.0,990.0,976.0,988.0,11287,118.23,149.86,0.442,1.19,1.642,11718.049805,11741.990234,11677.790039,11679.070313,216040000
2006-10-03,16410,16480,16370,16450,78.35,978.0,993.0,974.0,987.0,8450,117.73,150.01,0.425,1.153,1.6059999999999999,11718.049805,11741.990234,11677.790039,11679.070313,216040000
2006-10-04,16530,16590,16260,16320,148.07,986.0,995.0,968.0,978.0,10280,118.11,150.34,0.429,1.151,1.6219999999999999,11678.990234,11726.94043,11658.660156,11670.349609,198010000
2006-10-05,16580,16710,16510,16660,237.34,998.0,1010.0,994.0,1008.0,24034,117.77,149.57,0.433,1.173,1.631,11670.110352,11758.950195,11653.05957,11727.339844,230570000
2006-10-06,16680,16690,16590,16670,153.64,1010.0,1018.0,1005.0,1012.0,14967,117.97,149.67,0.44,1.158,1.6119999999999999,11722.94043,11851.25,11707.490234,11850.610352,281860000
2006-10-10,16530,16850,16530,16720,274.6,996.0,1020.0,992.0,1015.0,8718,119.06,149.86,0.462,1.1740000000000002,1.6269999999999998,11865.490234,11865.570313,11800.5,11850.209961,242980000
2006-10-11,16750,16820,16640,16650,226.0,1020.0,1026.0,1007.0,1007.0,9987,119.72,150.12,0.486,1.208,1.649,11849.55957,11872.94043,11813.219727,11857.80957,177940000
2006-10-12,16610,16730,16570,16600,109.85,996.0,1016.0,989.0,996.0,11819,119.75,149.9,0.489,1.205,1.655,11857.730469,11877.900391,11829.709961,11867.169922,227210000
